,EC squamous,EC squamous.1,EC squamous.2,EC squamous.3,EC squamous.4,EC squamous.5,EC squamous.6,EC squamous.7,EC squamous.8,EC squamous.9,normal buffy coat,normal buffy coat.1,normal buffy coat.2,normal buffy coat.3,normal buffy coat.4,normal buffy coat.5,normal buffy coat.6,normal buffy coat.7,normal buffy coat.8,normal eso,normal eso.1,normal eso.2,normal eso.3,normal eso.4,normal eso.5,normal eso.6,normal eso.7,normal eso.8
chr2.220313414.F,NA,20,17,12,NA,NA,NA,18,28,NA,17,20,NA,17,24,20,15,11,12,13,20,NA,27,20,18,26,11,11
chr2.220313415.R,14,36,26,44,NA,26,16,27,30,NA,13,46,11,27,20,35,52,28,14,23,40,19,50,22,50,20,38,30
chr2.220313418.F,NA,20,17,12,NA,NA,NA,18,28,NA,17,20,NA,17,24,20,15,11,12,13,20,NA,27,20,18,26,11,11
chr2.220313419.R,14,36,26,44,NA,26,16,27,30,NA,13,46,11,27,20,35,52,28,14,23,40,19,50,22,50,21,38,30
chr2.220313422.F,NA,19,17,12,NA,NA,NA,18,28,NA,17,20,NA,17,24,20,15,11,12,13,20,NA,27,20,18,26,11,11
chr2.220313423.R,14,36,26,44,NA,26,16,27,30,NA,13,46,11,27,20,35,52,28,14,23,40,19,50,22,50,21,38,30
chr2.220313432.F,NA,20,17,12,NA,NA,NA,18,28,NA,16,20,NA,17,24,20,15,10,12,13,19,NA,26,16,16,25,NA,11
chr2.220313433.R,14,36,26,44,NA,26,16,27,30,NA,13,46,12,27,20,35,52,28,14,23,39,19,50,22,50,21,38,30
chr2.220313434.F,NA,20,17,12,NA,NA,NA,18,27,NA,16,19,NA,17,24,19,15,10,12,13,19,NA,26,16,16,25,NA,11
chr2.220313435.R,14,36,26,44,NA,26,16,27,30,NA,13,46,12,27,20,35,52,28,14,23,39,19,50,22,50,21,38,30
chr2.220313440.R,15,36,26,44,NA,26,16,27,30,NA,13,46,12,27,20,35,52,28,14,23,40,19,50,22,50,21,38,30
chr2.220313448.R,15,36,26,44,NA,26,16,27,30,NA,13,46,12,27,20,35,52,28,14,23,40,19,50,22,50,21,38,30
chr2.220313463.R,15,36,26,44,NA,26,16,27,30,NA,13,46,12,26,20,35,52,28,14,23,40,19,50,22,50,21,38,30
chr2.220313470.F,15,28,25,37,15,13,17,22,21,NA,20,23,22,24,23,21,20,21,34,25,29,21,29,33,40,20,28,10
chr2.220313471.R,15,36,26,44,NA,26,16,27,30,NA,13,46,12,27,20,35,52,28,14,23,40,19,50,22,50,21,38,30
chr2.220313473.F,15,28,25,37,15,13,17,22,21,NA,20,23,22,24,23,21,20,21,34,25,29,21,29,33,40,20,28,10
chr2.220313481.F,15,28,25,37,15,13,17,22,21,NA,20,23,22,24,23,21,20,21,34,25,29,21,29,33,40,20,28,10
chr2.220313492.F,15,28,25,37,15,13,17,22,21,NA,20,23,22,24,23,21,20,21,34,25,29,21,29,33,40,20,28,10
chr2.220313514.F,12,27,25,33,11,13,14,21,20,NA,19,21,19,23,21,21,18,19,30,21,25,19,26,29,39,19,26,NA
chr2.220313516.F,NA,27,24,33,10,13,13,21,20,NA,19,21,16,23,21,20,18,19,29,20,24,18,26,28,39,19,26,NA
chr2.220313521.F,NA,27,24,32,10,13,13,21,20,NA,19,21,15,23,21,20,18,19,29,20,24,17,26,28,38,19,26,NA
chr2.220313530.F,NA,27,24,31,10,13,13,21,20,NA,19,21,15,22,21,20,18,19,29,20,24,17,26,27,38,19,26,NA
chr2.220313533.F,NA,27,24,31,10,13,12,21,20,NA,19,21,15,22,21,20,18,19,29,19,24,17,26,27,38,19,26,NA
chr2.220313536.F,NA,27,24,31,10,13,12,21,20,NA,19,21,15,22,21,20,18,19,29,19,24,16,26,27,38,19,26,NA
chr2.220313544.F,NA,27,24,31,10,13,12,21,20,NA,19,21,15,22,21,20,18,19,29,19,24,16,26,27,38,19,26,NA
chr2.220313553.F,NA,26,22,31,10,13,12,20,20,NA,19,21,15,22,21,20,18,15,27,18,24,14,25,23,38,18,25,NA
chr2.233350535.F,30,42,40,41,20,19,20,42,33,NA,49,49,14,36,35,45,34,10,36,47,50,35,50,69,49,41,37,22
chr2.233350541.F,30,42,40,41,20,19,20,42,33,NA,49,49,14,36,35,45,34,10,36,47,50,35,50,69,49,41,37,22
chr2.233350543.F,30,42,40,41,20,19,20,42,33,NA,49,49,14,36,35,45,33,10,36,47,50,35,50,69,49,41,37,22
chr2.233350547.F,30,41,40,41,20,19,20,42,33,NA,49,49,14,36,35,45,34,10,36,47,50,35,50,69,49,41,37,22
chr2.233350558.F,30,42,39,41,20,19,20,42,32,NA,48,49,14,36,35,44,33,10,36,47,50,35,50,69,49,41,37,21
chr2.233350569.F,29,41,38,41,20,19,19,42,33,NA,47,47,14,36,34,45,33,10,36,45,49,35,49,69,48,41,36,22
chr2.233350577.F,30,41,40,41,20,19,20,42,33,NA,48,49,14,36,35,45,34,10,36,47,50,35,50,69,49,41,37,22
chr2.233350579.F,30,41,40,41,19,19,20,42,33,NA,48,49,14,36,34,45,34,10,36,47,50,35,50,69,49,41,37,22
chr2.233350580.R,19,30,27,45,10,28,13,24,17,NA,24,28,20,19,16,36,18,NA,14,17,28,20,44,33,31,27,27,11
chr2.233350586.F,30,41,40,41,19,19,20,41,33,NA,48,48,14,35,34,45,34,10,36,47,50,35,50,69,49,40,37,22
chr2.233350587.R,20,30,27,45,10,28,13,24,17,NA,24,28,21,19,16,36,18,NA,14,18,29,20,45,35,33,31,27,13
chr2.233350591.F,30,41,39,39,19,19,20,41,33,NA,48,48,14,34,34,45,34,10,36,46,49,35,50,69,48,39,37,22
chr2.233350592.R,20,30,27,45,10,28,13,24,17,NA,24,28,21,19,16,36,18,NA,14,18,29,20,45,35,33,31,28,13
chr2.233350593.F,30,41,39,40,19,19,20,40,33,NA,48,48,13,35,33,45,33,10,36,46,49,35,50,69,49,39,37,22
chr2.233350594.R,21,31,27,46,11,28,13,24,17,NA,24,29,21,19,16,37,18,NA,15,18,30,21,45,36,33,32,30,13
chr2.233350607.F,30,41,39,39,19,19,19,41,32,NA,48,48,14,35,34,45,34,10,36,46,49,35,50,68,49,39,37,22
chr2.233350608.R,21,31,27,46,11,28,13,24,18,NA,24,29,21,20,16,37,19,NA,17,18,32,21,45,36,33,32,30,13
chr2.233350620.F,27,39,39,37,17,18,19,40,31,NA,47,47,14,35,33,44,32,10,36,46,49,34,49,64,46,37,37,22
chr2.233350621.R,22,32,28,46,14,28,15,24,18,NA,24,29,21,20,17,38,19,NA,17,18,32,21,45,39,34,32,32,13
chr2.233350626.F,27,39,39,37,16,18,19,40,31,NA,47,46,14,35,33,44,32,10,35,43,49,34,48,62,43,34,37,22
chr2.233350627.R,24,32,28,49,15,29,15,24,18,NA,25,29,21,20,17,38,19,NA,17,18,32,21,45,39,35,32,34,13
chr2.233350636.R,24,32,28,49,15,29,15,24,18,NA,25,29,21,20,17,39,19,NA,17,18,32,21,45,39,35,32,34,13
chr2.233350638.R,24,32,28,49,15,29,15,24,18,NA,25,29,21,20,17,39,19,NA,17,18,32,21,45,39,35,32,34,13
chr2.233350641.R,24,32,28,49,15,29,15,24,18,NA,25,29,21,20,17,39,19,NA,17,18,32,21,45,39,35,32,34,13
chr2.233350644.R,24,32,28,49,15,29,15,24,18,NA,25,29,21,20,17,39,19,NA,17,18,32,20,44,39,35,32,34,13
chr2.233350653.R,24,31,28,49,15,29,15,24,18,NA,25,29,21,19,17,39,19,NA,17,18,32,21,45,39,35,32,34,13
chr2.233350660.R,24,32,28,49,15,29,15,24,18,NA,25,29,21,19,17,39,19,NA,17,18,32,21,45,38,35,31,34,13
chr2.233350676.R,24,32,28,49,15,29,15,24,18,NA,25,29,21,20,17,39,19,NA,17,18,32,21,45,39,35,32,34,13
chr3.129693834.F,34,13,26,16,NA,NA,12,28,22,NA,13,11,32,36,14,24,27,31,22,15,11,16,19,29,15,12,10,16
chr3.129693842.F,34,13,26,16,NA,NA,12,28,22,NA,13,11,32,36,14,24,27,31,22,15,11,16,19,29,15,12,10,16
chr3.129693845.F,34,13,26,16,NA,NA,12,28,22,NA,13,11,32,36,14,24,27,31,22,15,11,16,19,29,15,12,10,16
chr3.129693854.F,34,13,26,16,NA,NA,12,28,22,NA,13,11,32,36,14,24,27,31,22,15,11,16,19,29,15,12,10,16
chr3.129693857.F,34,13,25,16,NA,NA,12,28,22,NA,13,11,32,35,14,24,27,31,22,15,11,16,19,29,15,12,10,16
chr3.129693859.F,27,13,26,16,NA,NA,11,28,22,NA,13,11,32,36,14,24,27,31,22,15,11,16,19,29,15,12,10,16
chr3.129693868.F,34,13,26,16,NA,NA,12,28,22,NA,13,11,32,36,14,24,27,31,22,15,11,16,19,29,15,12,10,16
chr3.129693878.F,34,13,26,16,NA,NA,12,28,22,NA,13,11,32,36,14,24,27,31,22,15,11,16,19,28,15,12,10,16
chr3.129693897.F,33,13,25,16,NA,NA,12,28,22,NA,13,10,32,36,14,24,27,31,21,14,11,16,19,27,15,12,10,16
chr3.129693907.F,33,13,25,16,NA,NA,12,28,22,NA,13,NA,32,36,14,23,27,31,21,14,11,16,19,27,15,11,10,16
chr3.129693912.F,27,12,23,15,NA,NA,12,27,22,NA,13,NA,32,34,14,23,26,29,20,14,11,15,19,27,15,11,10,16
chr3.129693914.F,27,12,23,15,NA,NA,12,27,22,NA,13,NA,32,34,14,23,25,28,20,14,11,15,19,27,14,11,10,16
chr3.129693928.F,26,12,23,15,NA,NA,12,27,22,NA,13,NA,32,34,14,23,25,27,20,14,11,14,19,27,12,11,NA,16
chr3.129693930.F,24,11,23,15,NA,NA,12,27,22,NA,13,NA,31,33,14,23,22,27,20,14,11,13,19,25,12,NA,NA,13
chr3.147113700.F,56,41,92,46,42,26,23,36,62,16,32,53,50,39,54,43,45,20,85,46,48,63,52,83,50,86,59,NA
chr3.147113726.F,56,41,92,46,42,26,23,36,62,16,32,53,50,39,54,43,45,20,85,46,48,63,52,83,50,86,59,NA
chr3.147113730.F,56,41,92,46,42,26,23,36,62,16,32,53,50,39,54,43,45,20,85,46,48,63,52,83,50,86,59,NA
chr3.147113731.R,128,97,120,130,61,96,85,74,106,37,83,109,86,93,87,108,125,93,139,93,112,104,95,139,97,122,112,71
chr3.147113738.F,56,41,92,46,42,26,23,36,62,16,32,53,50,39,54,43,45,20,85,46,48,63,52,83,50,86,59,NA
chr3.147113739.R,131,100,120,131,61,100,91,75,106,37,84,115,86,93,87,107,125,94,142,93,112,110,96,142,98,123,113,71
chr3.147113740.F,56,41,92,46,42,26,23,36,62,16,32,53,50,39,54,43,45,20,85,46,48,63,52,83,50,86,59,NA
chr3.147113741.R,134,103,124,132,63,100,92,77,112,39,85,115,86,94,87,108,125,94,142,94,112,110,98,147,100,125,114,72
chr3.147113788.F,54,40,91,45,41,25,23,36,60,16,31,52,48,39,53,43,43,20,84,44,48,60,51,81,49,82,59,NA
chr3.147113789.R,135,103,125,133,64,100,98,78,114,39,85,118,86,94,88,108,126,94,143,94,118,110,98,147,100,127,116,75
chr3.147113790.F,54,40,91,45,41,25,23,36,60,16,31,52,48,39,53,43,44,20,84,44,48,60,51,81,49,82,59,NA
chr3.147113791.R,135,103,125,133,64,101,98,78,114,39,86,118,86,94,88,109,126,94,144,95,118,110,98,147,100,127,116,75
chr3.147113830.R,135,103,126,133,64,101,98,78,114,39,86,119,86,95,88,109,126,94,144,95,118,110,98,147,100,127,116,75
chr3.147131178.F,36,29,36,29,NA,23,18,35,42,11,29,14,37,32,22,15,22,40,48,28,23,24,29,32,48,17,33,45
chr3.147131182.F,36,29,36,29,NA,23,18,35,42,11,29,14,37,32,22,15,22,40,48,28,23,24,29,32,48,17,33,45
chr3.147131197.F,36,29,36,29,NA,23,18,35,42,11,29,14,37,32,22,15,22,40,48,28,23,24,29,32,48,17,33,44
chr3.147131198.R,11,19,30,32,NA,NA,NA,20,26,NA,10,25,43,22,15,12,36,61,28,25,28,21,30,24,19,15,16,11
chr3.147131208.F,36,29,36,29,NA,23,18,35,42,11,29,14,37,32,22,15,22,40,48,28,23,24,29,32,48,17,33,45
chr3.147131209.R,12,19,31,32,NA,NA,NA,21,26,NA,10,24,42,21,15,12,35,63,28,27,30,22,31,25,18,17,16,14
chr3.147131221.F,36,29,36,29,NA,23,18,35,42,11,29,14,37,32,22,15,22,40,48,28,23,24,29,32,48,17,33,45
chr3.147131222.R,13,21,37,33,NA,10,10,22,29,NA,14,27,45,22,15,12,37,65,29,30,32,25,36,26,21,23,17,15
chr3.147131244.F,36,29,36,29,NA,23,18,35,42,11,29,14,37,32,22,15,22,40,48,28,23,24,29,32,48,17,33,45
chr3.147131245.R,13,23,38,39,NA,12,13,22,30,NA,14,28,45,23,15,12,38,68,29,30,36,26,39,26,22,26,20,15
chr3.147131262.F,35,29,36,29,NA,23,18,35,42,11,29,14,37,32,22,15,22,40,48,28,23,24,29,32,48,17,33,45
chr3.147131263.R,13,23,37,39,NA,11,13,22,30,NA,14,28,46,23,15,12,37,67,29,30,35,26,39,26,22,26,19,15
chr3.147131275.F,16,26,28,26,NA,20,14,30,35,NA,26,10,33,29,15,13,17,34,37,22,20,19,25,26,41,NA,30,30
chr3.147131276.R,14,23,38,40,NA,12,14,22,30,NA,14,28,46,23,15,12,38,68,29,30,36,26,39,26,22,26,20,15
chr3.147131294.R,14,23,38,40,NA,12,14,22,30,NA,14,28,46,23,15,12,38,68,29,30,36,26,39,26,22,26,20,15
chr3.197840549.F,31,18,39,26,10,28,20,33,56,NA,22,27,49,41,32,38,54,30,58,25,46,41,39,39,35,59,30,24
chr3.197840554.F,31,18,39,26,10,28,20,33,56,NA,22,27,49,41,32,38,54,30,58,25,46,41,39,39,35,59,30,24
chr3.197840558.F,31,18,39,26,10,28,20,33,56,NA,22,27,49,41,32,38,54,30,58,25,46,41,39,39,35,59,30,24
chr3.197840568.F,31,18,39,26,10,28,20,33,56,NA,22,27,49,41,32,38,54,30,58,25,46,41,39,39,35,59,30,24
chr3.197840572.F,31,18,39,26,10,28,20,33,56,NA,22,27,49,41,32,38,54,30,58,25,46,41,39,39,35,59,30,24
chr3.197840575.F,31,18,39,26,10,28,20,33,56,NA,22,27,49,41,32,38,54,30,58,25,46,41,39,39,35,59,30,24
chr3.197840577.F,30,18,35,22,10,28,20,33,56,NA,22,27,49,41,31,38,54,30,58,25,46,41,39,39,35,59,30,24
chr3.197840598.F,30,18,39,25,10,28,20,33,56,NA,22,27,49,41,32,38,54,30,58,25,46,41,39,39,35,59,30,24
chr3.197840599.R,10,19,10,34,NA,14,NA,29,37,NA,NA,20,39,49,23,22,34,32,27,24,25,27,20,13,15,25,23,14
chr3.197840605.F,30,18,39,25,10,28,20,33,56,NA,22,27,49,41,32,38,54,30,58,25,45,41,39,39,35,59,30,24
chr3.197840606.R,19,24,16,37,NA,19,11,34,40,NA,11,24,45,54,23,22,35,35,34,33,32,32,27,24,29,30,29,18
chr3.197840612.F,30,18,39,25,10,28,20,33,56,NA,22,27,49,41,32,38,54,30,58,25,46,41,39,39,35,59,30,24
chr3.197840613.R,19,24,16,37,NA,19,11,34,40,NA,11,24,45,54,23,22,35,36,34,33,32,33,28,25,29,30,29,19
chr3.197840616.F,30,18,39,25,10,28,20,33,56,NA,22,26,49,41,32,38,54,30,57,25,46,41,39,39,34,59,30,24
chr3.197840617.R,19,24,16,37,NA,19,11,34,40,NA,11,24,45,54,23,22,35,37,34,33,32,33,28,25,29,30,29,19
chr3.197840624.F,30,18,39,25,10,28,20,33,56,NA,22,27,49,41,32,38,54,30,58,25,46,41,39,39,34,59,30,24
chr3.197840625.R,19,24,17,37,NA,19,11,34,40,NA,11,24,45,54,23,22,36,37,34,33,32,33,28,25,29,30,29,19
chr3.197840640.F,13,16,24,24,NA,26,15,25,48,NA,16,21,45,39,30,36,51,25,56,24,43,36,37,36,34,50,27,20
chr3.197840641.R,19,25,17,37,NA,19,11,34,41,NA,11,24,46,54,23,22,36,37,34,33,32,34,28,26,29,30,30,19
chr3.197840645.F,13,16,24,24,NA,26,15,25,48,NA,16,21,45,39,30,36,51,24,56,24,42,36,37,36,34,50,27,20
chr3.197840646.R,19,25,17,37,NA,19,11,34,41,NA,11,24,46,54,23,23,36,37,34,33,32,34,28,26,29,30,30,19
chr3.197840652.R,19,25,17,37,NA,19,11,34,41,NA,11,24,46,54,23,23,36,37,34,33,32,34,28,26,29,30,30,19
chr3.197840656.R,18,25,17,37,NA,19,11,34,41,NA,11,24,46,54,23,23,36,37,34,33,32,34,28,26,29,30,30,18
chr3.197840660.R,19,25,17,37,NA,19,11,34,40,NA,11,24,46,54,23,23,36,37,34,33,32,35,28,26,29,30,30,19
chr3.197840667.R,20,25,18,37,NA,19,11,34,41,NA,10,24,45,54,23,22,36,38,34,33,32,36,28,25,29,30,29,19
chr3.197840671.R,22,25,19,37,NA,19,12,34,41,NA,11,24,47,54,23,23,36,38,34,33,32,36,28,26,29,30,29,19
chr3.197840673.R,23,25,19,37,NA,19,12,34,41,NA,11,24,47,54,23,24,36,38,34,33,32,36,28,26,29,30,30,19
chr3.197840675.R,24,25,19,37,NA,19,12,35,42,NA,11,24,47,54,23,24,37,38,34,33,32,36,28,26,29,30,30,19
chr3.197840682.R,24,25,19,37,NA,19,12,35,42,NA,11,24,47,54,23,24,37,38,34,33,32,36,28,26,29,30,30,19
chr3.197840687.R,24,25,19,37,NA,19,12,35,42,NA,11,24,47,54,23,24,37,38,34,33,32,36,28,26,29,30,30,19
chr3.197840694.R,24,25,19,37,NA,19,12,35,42,NA,11,24,47,54,23,24,37,38,34,33,32,36,28,26,29,30,30,19
chr3.197840697.R,24,25,19,37,NA,19,12,35,42,NA,11,24,47,54,23,24,37,38,34,33,32,36,28,26,29,30,30,19
chr4.1165210.R,16,21,NA,18,NA,13,NA,17,30,NA,16,23,15,23,18,14,29,10,13,17,19,13,16,21,21,13,26,19
chr4.1165212.R,16,21,NA,18,NA,13,NA,17,30,NA,16,23,15,23,18,14,29,10,13,17,19,13,16,21,22,13,26,19
chr4.1165219.R,18,22,NA,18,NA,13,NA,21,31,NA,16,23,15,23,18,14,29,10,14,17,20,13,17,23,23,13,27,20
chr4.1165228.R,18,22,NA,18,NA,13,NA,21,31,NA,16,23,15,23,18,14,30,10,14,17,20,13,17,23,23,13,27,20
chr4.11652332.F,30,36,16,41,18,45,34,33,59,NA,64,48,31,20,24,27,33,37,28,35,27,26,18,162,37,27,44,19
chr4.11652357.F,22,29,16,41,18,45,34,33,59,NA,64,48,31,20,24,27,33,37,28,35,27,26,18,163,37,27,44,19
chr4.11652414.F,30,35,15,41,17,45,34,32,58,NA,64,47,31,19,24,26,33,37,28,34,27,26,17,161,37,26,43,18
chr4.11652415.R,18,10,NA,15,NA,NA,NA,32,53,NA,NA,16,18,18,26,11,28,24,26,27,35,29,10,142,17,16,28,24
chr4.11652436.R,31,19,11,19,10,12,12,36,58,NA,15,20,18,19,26,14,32,30,30,28,40,33,11,158,25,17,32,26
chr4.11652442.R,32,21,11,19,10,14,12,38,59,NA,19,20,18,19,26,14,32,31,31,28,40,33,11,160,25,17,32,26
chr4.11652463.R,33,21,11,19,10,14,15,40,61,NA,19,20,18,19,26,14,32,31,33,28,40,33,11,161,25,17,32,27
chr4.11652484.R,33,22,NA,16,10,14,15,40,61,NA,19,20,18,19,25,14,32,32,33,28,41,33,11,162,26,17,32,27
chr4.11652506.R,33,22,11,19,10,14,15,40,60,NA,19,20,18,19,25,14,32,32,33,28,41,33,11,160,26,17,32,27
chr4.11652512.R,33,22,11,19,10,14,15,40,61,NA,19,20,18,19,26,14,32,32,33,28,41,33,11,162,26,17,32,27
chr4.1165258.R,18,22,NA,18,NA,13,NA,21,31,NA,16,23,15,23,18,14,30,10,14,17,20,13,17,23,23,13,27,20
chr4.1165268.R,18,22,NA,18,NA,13,NA,21,31,NA,16,23,15,23,18,14,30,10,14,17,20,13,17,23,23,13,27,20
chr4.1165270.R,18,22,NA,18,NA,13,NA,21,31,NA,16,23,15,23,18,14,30,10,14,17,20,13,17,23,23,13,27,20
chr4.1165289.R,18,22,NA,18,NA,13,NA,21,31,NA,16,23,15,23,18,14,30,10,14,17,20,13,17,23,23,13,27,20
chr4.8859888.R,25,14,21,26,NA,16,12,18,11,14,19,23,13,NA,15,17,22,14,15,18,14,19,23,18,19,16,10,13
chr4.8859890.R,25,14,21,26,NA,16,12,18,11,14,19,23,13,NA,15,17,22,14,15,18,14,19,23,18,19,16,10,13
chr4.8859921.R,25,14,21,26,NA,16,12,18,11,14,19,23,13,NA,15,17,22,14,15,18,14,19,23,18,19,16,10,13
chr4.8859927.F,46,31,40,43,20,26,22,33,23,11,32,48,43,36,35,39,45,46,59,37,37,40,45,52,42,38,41,20
chr4.8859928.R,25,14,21,26,NA,16,12,18,11,14,19,23,13,NA,15,17,22,14,15,18,14,19,23,18,19,16,10,13
chr4.8859939.F,46,30,40,43,20,26,22,32,23,11,32,47,43,36,35,39,44,45,59,37,37,40,45,53,42,38,41,20
chr4.8859940.R,25,37,55,44,19,27,24,44,31,17,34,33,27,13,36,38,49,28,57,37,36,33,51,50,29,44,32,13
chr4.8859944.F,46,30,39,43,20,26,22,32,23,11,32,47,43,36,35,39,44,45,59,37,37,40,45,53,42,38,41,20
chr4.8859945.R,29,42,56,46,20,27,28,47,32,18,34,42,28,13,39,40,50,30,62,37,40,34,53,61,33,48,40,15
chr4.8859950.F,46,30,38,43,20,26,22,32,21,11,32,47,42,36,33,39,43,42,59,37,37,40,45,53,42,38,41,20
chr4.8859951.R,29,42,56,46,20,27,28,47,33,18,34,42,28,13,39,40,51,26,61,37,40,34,53,63,34,48,40,15
chr4.8859952.F,41,26,38,43,20,26,22,32,21,11,32,47,42,36,34,39,43,42,59,37,37,40,45,53,42,38,41,20
chr4.8859953.R,29,42,56,46,20,27,28,47,33,18,33,42,28,13,39,40,51,30,61,37,40,34,53,63,35,48,40,15
chr4.8859954.F,46,30,38,43,20,26,22,32,21,11,32,47,42,36,34,39,43,42,59,37,37,40,45,53,42,38,40,20
chr4.8859955.R,29,42,56,46,20,27,28,47,34,18,34,42,28,13,39,40,51,23,62,37,40,34,53,63,36,48,40,15
chr4.8859956.F,46,30,38,43,19,26,22,32,21,11,32,47,42,36,34,38,43,42,59,37,37,40,45,53,42,38,40,20
chr4.8859957.R,31,45,58,47,23,28,28,49,34,18,34,44,28,14,39,40,52,32,64,40,40,34,53,68,41,52,42,16
chr4.8859970.F,46,30,38,43,19,26,22,32,21,11,32,47,42,36,34,39,43,42,59,37,37,40,45,53,42,38,40,20
chr4.8859971.R,34,46,60,48,23,29,30,49,34,19,34,45,33,14,40,40,55,35,66,41,41,35,53,75,43,52,43,18
chr4.8859976.F,46,30,38,43,17,26,22,32,21,11,31,46,42,36,33,39,43,41,59,37,37,40,45,52,42,37,40,20
chr4.8859977.R,34,46,60,48,23,29,30,49,33,20,34,44,33,13,39,39,54,35,65,41,41,35,53,75,41,52,43,18
chr4.8859990.F,39,29,30,42,14,25,17,31,20,11,27,41,39,34,30,34,41,42,59,36,36,38,45,49,42,33,40,20
chr4.8859991.R,36,52,62,49,26,30,33,51,35,20,35,48,35,14,43,40,56,36,69,44,43,37,55,81,45,56,45,19
chr4.8859995.F,39,30,29,42,14,25,17,31,20,11,26,41,40,34,30,33,42,42,58,36,36,38,45,50,42,33,40,20
chr4.8859996.R,36,52,62,49,26,30,33,51,35,20,35,48,35,14,43,40,56,36,69,44,43,37,55,81,46,56,45,19
chr4.8859998.F,39,30,29,42,14,25,17,31,21,11,26,41,40,34,30,34,42,41,59,36,36,38,45,50,42,33,40,20
chr4.8859999.R,36,52,62,49,26,30,33,51,35,20,35,48,35,14,43,40,57,36,69,44,43,37,55,81,46,56,45,19
chr4.8860002.F,38,29,29,42,14,25,17,31,20,11,25,40,40,34,30,34,42,41,59,35,36,37,44,50,41,33,36,20
chr4.8860003.R,37,52,62,49,26,30,33,51,35,20,34,49,35,14,44,40,58,36,69,45,43,37,55,81,45,58,45,19
chr4.8860004.F,37,28,29,42,14,22,16,30,20,10,25,38,39,33,29,34,42,41,58,35,36,37,43,50,41,33,35,20
chr4.8860005.R,39,55,63,49,28,30,34,53,35,21,36,50,36,16,44,44,60,37,70,45,44,40,56,85,49,59,46,20
chr4.8860022.F,32,25,29,39,11,19,14,24,18,NA,25,35,39,32,28,33,39,38,53,33,35,33,39,48,34,27,30,20
chr4.8860023.R,40,56,64,49,28,30,34,53,35,21,37,50,36,16,44,44,60,37,72,45,44,40,56,86,49,59,46,20
chr4.8860038.R,40,56,64,49,28,30,35,53,35,21,37,50,36,16,44,44,60,37,72,45,44,40,56,86,49,59,46,20
chr4.13543577.F,24,42,31,43,21,29,26,34,48,21,40,53,48,59,50,33,60,61,29,40,42,32,52,49,44,28,33,22
chr4.13543582.F,24,42,31,43,21,29,26,34,48,21,40,53,48,57,50,33,60,61,29,40,42,32,52,49,44,28,33,22
chr4.13543584.F,24,42,31,43,21,29,26,34,48,21,40,53,48,59,50,33,60,61,29,40,42,32,52,49,44,28,33,22
chr4.13543595.F,24,42,31,43,21,29,26,34,48,21,40,53,48,59,50,33,60,61,29,40,42,32,52,49,44,28,33,22
chr4.13543612.F,24,42,31,42,21,29,26,34,48,21,40,53,48,59,49,33,60,61,29,40,42,32,52,49,44,27,33,22
chr4.13543631.F,22,42,30,43,21,28,25,33,48,21,39,52,48,59,49,33,59,61,29,40,42,32,52,47,44,27,33,22
chr4.13543640.F,22,42,30,42,20,28,24,34,48,20,39,49,48,58,50,33,59,61,29,40,41,31,52,47,43,27,33,22
chr4.13543641.R,17,19,13,21,19,15,13,33,37,NA,10,23,17,24,15,18,26,21,33,20,17,28,30,33,19,19,27,14
chr4.13543653.F,21,39,29,41,20,28,21,34,45,19,37,47,47,55,49,33,59,60,26,37,40,30,50,47,42,26,33,21
chr4.13543654.R,17,18,14,21,19,15,14,34,37,NA,10,24,17,24,15,18,26,21,33,20,17,28,30,33,20,21,29,15
chr4.13543677.F,20,33,30,39,17,23,18,31,42,18,35,43,47,54,46,31,54,54,25,36,38,30,47,45,37,23,32,20
chr4.13543678.R,17,19,14,21,19,16,14,34,37,NA,10,24,17,24,15,18,26,22,33,20,17,28,30,33,20,21,29,15
chr4.13543711.R,17,19,14,21,19,16,14,34,37,NA,10,24,17,24,15,18,26,22,33,20,17,28,30,33,20,21,29,15
chr4.13543721.R,17,19,14,21,19,16,14,34,37,NA,10,24,17,24,15,18,26,22,33,20,17,28,30,33,20,21,29,15
chr4.13543731.R,17,19,14,21,19,16,14,34,37,NA,10,24,17,25,15,18,26,22,33,20,17,28,30,33,20,21,29,15
chr4.13543733.F,NA,19,14,21,NA,NA,15,14,44,NA,15,24,38,39,14,31,32,12,12,18,14,17,26,17,19,11,18,NA
chr4.13543734.R,22,34,32,33,21,29,20,47,52,13,10,49,24,40,31,37,51,40,41,29,37,60,59,56,42,35,46,25
chr4.13543754.F,NA,19,14,21,NA,NA,15,14,44,NA,15,24,38,39,14,31,32,12,12,18,14,17,26,17,19,11,18,NA
chr4.13543757.F,NA,19,14,21,NA,NA,15,14,44,NA,15,24,38,39,14,31,32,12,12,18,14,17,26,17,19,11,18,NA
chr4.13543759.F,NA,19,14,21,NA,NA,15,14,44,NA,15,24,38,39,14,31,32,12,12,18,14,17,26,17,19,11,18,NA
chr4.13543775.F,NA,19,14,21,NA,NA,15,14,44,NA,15,24,38,39,14,31,32,12,12,18,14,17,26,17,19,11,18,NA
chr4.13543828.F,24,40,41,38,15,10,21,25,48,NA,24,42,49,52,23,46,41,29,21,28,23,33,50,38,36,31,25,10
chr4.13543829.R,NA,18,18,14,NA,13,NA,13,16,NA,NA,28,NA,19,16,22,27,18,NA,11,23,33,30,26,22,16,20,10
