,EC adenocarcinoma,EC adenocarcinoma.1,EC adenocarcinoma.2,EC adenocarcinoma.3,EC adenocarcinoma.4,EC adenocarcinoma.5,EC adenocarcinoma.6,EC adenocarcinoma.7,EC adenocarcinoma.8,EC adenocarcinoma.9,EC adenocarcinoma.10,EC adenocarcinoma.11,EC adenocarcinoma.12,EC adenocarcinoma.13,EC adenocarcinoma.14,EC adenocarcinoma.15,EC adenocarcinoma.16,normal buffy coat,normal buffy coat.1,normal buffy coat.2,normal buffy coat.3,normal buffy coat.4,normal buffy coat.5,normal buffy coat.6,normal buffy coat.7,normal buffy coat.8,normal eso,normal eso.1,normal eso.2,normal eso.3,normal eso.4,normal eso.5,normal eso.6,normal eso.7,normal eso.8
chr4.6578378.R,5,4,12,14,NA,NA,12,NA,5,NA,11,10,8,9,9,9,12,10,22,12,5,NA,7,7,14,8,0,21,NA,21,7,20,8,10,5
chr4.657838.F,2,6,1,3,5,0,0,0,0,0,0,0,2,0,0,0,3,0,36,32,0,5,0,0,0,0,26,1,2,0,6,0,0,0,9
chr4.6578407.F,9,9,15,NA,8,12,17,11,2,NA,NA,17,6,13,7,12,6,NA,18,1,3,NA,6,3,13,16,4,16,NA,24,7,23,12,15,11
chr4.6578424.F,9,10,14,NA,7,14,17,11,2,NA,NA,17,5,11,7,12,8,NA,18,1,3,NA,2,4,13,18,4,16,NA,24,6,21,12,14,11
chr4.6578427.F,9,8,12,NA,5,14,15,12,2,NA,NA,13,5,13,7,11,7,NA,13,1,3,NA,6,5,13,17,4,16,NA,23,6,24,13,14,11
chr4.657842.F,5,5,0,5,6,0,0,0,0,0,0,1,1,0,0,1,2,0,35,32,3,8,0,0,0,1,27,1,4,0,10,0,0,0,11
chr4.6578432.F,9,5,13,NA,6,13,16,11,1,NA,NA,13,5,13,7,9,6,NA,13,1,3,NA,6,2,13,15,4,16,NA,24,7,25,12,12,11
chr4.657851.F,3,7,2,5,3,1,0,0,0,1,0,1,0,0,0,1,3,0,22,31,1,9,1,0,0,2,25,1,3,0,6,0,0,0,10
chr4.657912.R,6,7,1,5,5,0,0,0,0,NA,3,0,0,0,2,1,8,0,15,14,0,NA,0,4,0,0,16,0,4,0,12,0,0,0,13
chr4.657928.R,4,5,0,1,0,0,0,0,3,NA,0,1,0,0,0,1,8,0,10,15,0,NA,0,3,0,0,10,0,2,0,6,0,0,0,5
chr4.657990.R,5,5,1,6,2,0,0,3,1,NA,3,1,0,0,0,0,8,0,17,14,0,NA,0,0,0,0,11,0,2,0,7,0,0,0,5
chr4.657995.R,6,8,1,7,3,0,0,0,1,NA,4,1,1,0,1,0,9,3,15,14,2,NA,0,2,0,3,14,0,4,1,10,1,0,0,14
chr4.5710298.F,27,20,15,5,12,2,0,0,2,NA,2,7,1,0,2,6,9,0,47,27,0,4,0,1,2,9,18,1,4,0,13,1,0,2,8
chr4.5710311.F,20,20,15,5,8,2,0,0,0,NA,0,3,0,0,2,0,9,0,50,28,0,4,0,0,0,12,20,0,4,0,13,0,0,0,9
chr4.5710316.F,20,18,11,5,7,2,0,0,2,NA,2,4,0,0,3,4,9,0,50,28,1,4,0,4,1,3,19,0,4,0,13,0,0,0,6
chr4.5710319.F,25,20,13,5,11,3,0,1,0,NA,3,4,0,0,2,3,7,0,51,28,0,4,0,1,3,7,20,2,4,1,14,0,0,1,9
chr4.5710322.F,20,20,6,5,9,0,0,1,2,NA,2,4,1,0,2,3,9,0,49,27,1,4,0,4,0,3,20,0,4,0,13,0,0,0,6
chr4.5710323.R,3,11,0,1,3,1,0,0,1,0,0,0,0,0,2,1,NA,0,5,NA,0,7,0,0,0,2,1,1,0,1,7,0,0,0,4
chr4.5710337.F,26,20,6,4,10,3,0,0,2,NA,2,6,0,0,2,3,9,0,44,29,0,5,0,4,0,4,20,0,4,0,10,1,0,0,7
chr4.5710338.R,6,13,2,2,5,0,0,0,0,0,0,0,0,0,2,1,NA,0,6,NA,1,7,0,0,0,4,3,1,0,0,4,0,0,1,4
chr4.5710342.F,29,21,7,5,9,1,0,1,0,NA,2,5,1,0,4,1,9,0,45,29,0,4,0,1,2,7,19,0,4,0,9,0,1,0,9
chr4.5710343.R,5,12,2,3,6,3,1,0,1,0,0,1,0,0,3,1,NA,0,6,NA,2,7,0,1,0,6,3,1,0,1,9,0,0,0,4
chr4.5710345.F,29,18,3,5,9,3,0,0,0,NA,2,3,0,4,4,0,9,0,43,26,1,4,0,3,0,7,20,0,4,0,7,3,0,1,9
chr4.5710346.R,5,12,2,3,5,0,0,1,1,0,0,2,0,0,1,1,NA,0,6,NA,0,7,0,1,0,4,2,1,0,0,6,0,0,0,3
chr4.5710348.F,29,18,11,5,13,1,0,0,0,NA,2,5,0,0,4,2,9,0,45,29,0,4,0,5,0,6,20,0,4,0,13,0,0,0,9
chr4.5710349.R,5,11,3,4,6,0,0,0,1,0,0,2,0,0,3,1,1,0,8,9,0,7,0,3,0,1,4,1,0,1,9,0,0,0,2
chr4.5710372.F,17,20,5,5,7,0,0,0,0,NA,0,3,0,6,0,0,9,0,49,28,1,4,0,0,0,0,8,0,4,0,11,1,0,1,7
chr4.5710373.R,3,14,3,4,2,1,0,0,0,0,0,1,0,2,0,0,1,0,8,9,0,6,2,0,1,0,2,1,0,0,10,0,1,0,1
chr4.5710388.F,20,13,12,2,4,1,0,0,0,NA,0,1,0,0,3,3,NA,0,27,20,0,3,0,1,0,1,10,0,4,0,6,0,0,0,5
chr4.5710389.R,5,14,4,4,4,0,1,0,0,0,0,1,0,0,2,1,1,0,8,9,0,7,0,0,0,2,4,0,0,0,8,0,1,0,3
chr4.5710404.R,4,13,4,5,3,1,0,0,5,0,0,0,0,0,3,1,1,0,8,9,1,7,0,0,0,2,4,1,0,1,10,2,0,1,4
chr5.159399124.R,7,15,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,11,3,1,NA,0,0,0,0,9,0,0,0,0,0,NA,1,4
chr5.159399132.R,15,15,6,2,6,1,0,0,0,0,0,0,0,0,0,1,0,5,13,4,4,3,3,0,2,2,10,1,0,0,1,1,NA,1,5
chr5.159399136.R,15,16,5,3,6,0,0,0,1,0,0,0,0,0,0,1,0,5,13,5,0,3,3,0,0,1,8,1,0,2,1,0,NA,0,5
chr5.159399142.R,15,17,5,3,7,1,0,0,1,0,0,0,0,0,0,1,0,2,13,4,2,3,0,0,0,0,10,0,0,0,1,0,NA,0,5
chr5.159399144.R,12,17,6,3,6,0,0,0,1,0,0,0,0,0,0,2,0,6,14,4,3,3,3,0,0,0,10,1,0,0,1,0,NA,0,5
chr5.159399154.R,6,14,5,2,8,0,2,0,1,0,0,0,2,0,0,2,1,3,16,6,2,2,0,0,0,0,10,0,1,0,2,0,NA,0,7
chr5.159399161.R,17,16,6,3,9,1,2,0,0,0,0,0,0,1,0,1,1,3,16,6,2,2,0,0,0,0,10,0,1,0,2,2,NA,1,8
chr5.159399167.R,16,17,7,5,10,3,2,0,1,0,0,1,0,1,0,1,1,3,17,6,0,3,0,0,1,0,10,0,3,1,2,0,NA,0,8
chr5.159399182.R,17,17,7,3,10,1,1,0,0,0,0,1,0,1,0,2,1,5,17,7,6,3,1,0,0,0,10,2,3,1,2,0,NA,0,8
chr5.159399192.R,18,13,7,5,10,1,0,0,1,0,0,1,0,0,0,2,1,5,16,6,3,3,1,0,0,1,10,1,3,1,2,0,NA,1,9
chr5.159399205.R,17,17,5,5,9,0,0,1,0,0,0,0,0,0,0,1,1,3,15,7,5,2,0,0,0,0,9,0,1,0,2,0,NA,0,7
chr5.159399211.R,16,17,8,3,9,0,2,0,0,0,0,0,0,0,0,1,1,4,17,6,0,3,3,0,0,1,9,0,1,0,2,0,NA,0,8
chr5.159399214.R,16,17,6,3,7,0,1,0,1,0,0,0,0,0,0,1,1,5,17,9,2,3,0,0,0,1,10,0,1,0,2,0,NA,1,8
chr5.159399220.R,17,16,5,5,8,0,1,0,1,0,0,0,0,0,0,1,1,2,17,6,0,3,0,0,0,0,10,0,1,0,2,0,NA,0,8
chr6.73331223.F,29,41,0,23,18,0,0,0,0,NA,1,0,0,0,2,0,19,0,23,21,0,17,0,1,0,0,0,0,4,0,9,1,0,0,3
chr6.73331224.R,8,4,0,4,1,1,0,0,0,NA,0,0,0,0,1,0,1,0,4,3,0,2,0,0,0,0,0,0,1,0,2,0,0,0,1
chr6.73331228.F,21,43,0,21,13,0,0,0,0,NA,2,2,0,0,2,0,19,0,22,21,0,16,0,5,0,0,0,0,4,1,6,1,0,0,4
chr6.73331229.R,18,36,0,15,7,0,0,0,0,NA,2,2,0,0,0,0,14,0,27,28,0,15,0,0,0,0,0,0,3,1,3,0,0,0,12
chr6.73331238.F,28,43,0,22,25,0,0,0,0,NA,2,3,0,3,4,4,19,0,23,21,0,18,0,1,0,0,0,0,4,0,8,1,1,1,4
chr6.73331239.R,19,36,0,17,14,0,0,0,1,NA,2,2,0,0,3,0,14,1,28,29,1,16,0,0,6,3,0,1,4,1,10,0,0,0,14
chr6.73331290.F,19,38,4,19,24,0,0,0,0,NA,0,2,0,0,3,3,19,3,23,21,0,16,1,1,2,2,0,0,4,0,7,1,0,0,5
chr6.73331291.R,15,36,2,15,12,0,0,0,0,NA,2,2,0,0,3,2,14,0,34,31,3,16,0,0,0,0,0,1,3,0,11,0,0,1,16
chr6.73331305.F,30,39,2,22,20,0,1,0,0,NA,0,4,2,0,5,4,15,2,23,19,0,15,0,1,0,3,0,0,3,0,7,1,0,0,5
chr6.73331306.R,22,37,2,17,18,0,0,0,1,NA,1,5,0,0,2,4,14,0,34,30,0,16,0,0,2,3,0,1,3,1,11,0,0,0,16
chr6.73331323.F,13,14,1,7,5,0,0,0,0,NA,0,2,0,0,1,1,2,0,2,9,0,1,0,1,0,0,0,0,0,1,4,0,0,0,1
chr6.73331324.R,23,36,1,17,16,1,0,0,0,NA,1,5,1,0,2,4,16,0,34,30,0,16,0,0,0,2,0,0,3,0,11,0,0,0,17
chr6.73331405.F,9,19,0,5,6,0,0,0,0,0,1,5,0,0,1,2,7,1,3,21,3,9,0,5,0,2,1,0,0,0,11,0,1,0,5
chr6.73331438.F,10,20,1,6,7,0,1,0,0,0,1,5,0,0,1,4,7,2,3,21,4,9,0,3,2,2,0,0,0,0,9,0,3,1,5
chr6.73331444.F,8,20,1,6,5,0,0,0,0,0,0,6,0,0,1,2,7,2,3,20,3,9,0,0,0,2,0,0,0,0,11,0,3,0,5
chr6.73331446.F,10,20,0,5,5,0,0,0,1,0,0,5,0,0,0,1,7,2,2,21,3,9,0,0,0,1,1,0,0,0,11,0,2,0,4
chr6.73331451.F,9,20,1,4,7,0,1,0,3,0,1,7,0,4,4,2,7,3,3,21,6,9,0,5,3,4,1,0,0,0,11,0,6,0,5
chr6.73331471.F,5,16,0,4,2,0,0,0,0,NA,0,1,0,4,0,0,6,0,0,17,0,3,0,0,4,4,0,0,0,0,7,0,0,0,5
chr6.73331476.F,10,19,2,6,6,0,0,0,0,NA,1,2,1,1,0,2,6,1,3,18,1,7,0,0,0,1,1,0,0,0,10,0,2,0,5
chr6.73331486.F,3,18,0,6,3,0,0,0,0,NA,1,1,0,1,0,1,6,0,NA,16,0,5,0,0,0,4,0,0,0,0,9,0,2,1,5
chr6.73331487.R,3,2,0,NA,0,0,0,0,0,NA,0,0,0,1,1,0,3,0,5,NA,0,4,0,0,0,0,0,0,0,0,3,0,1,0,1
chr6.73331532.R,11,13,0,3,1,0,0,0,0,NA,0,1,1,0,0,0,4,0,11,9,0,7,0,0,0,0,0,0,2,0,5,0,0,0,9
chr6.73331534.R,11,13,0,2,2,0,0,0,0,NA,0,0,0,0,0,0,4,0,10,10,0,7,0,0,0,0,0,0,1,0,4,0,0,0,9
chr6.73331536.R,9,13,0,3,1,0,0,0,0,NA,0,0,0,0,0,0,4,0,10,10,0,7,0,0,0,0,0,0,1,0,4,0,0,0,9
chr6.73331544.R,10,13,0,3,1,0,0,0,0,NA,0,1,0,0,0,0,4,1,11,10,0,7,0,0,0,0,0,0,1,0,4,0,0,0,9
chr6.73331546.R,9,13,0,3,1,0,0,0,0,NA,0,1,0,0,0,0,4,0,11,10,0,7,1,0,1,0,0,0,1,0,7,0,0,0,9
chr6.73331551.R,9,14,1,3,1,0,0,0,0,NA,1,3,0,1,0,0,4,0,11,10,1,6,0,0,0,0,0,0,1,0,6,0,2,0,8
chr6.73331556.R,6,13,0,1,0,0,0,1,0,NA,0,2,0,1,0,0,4,0,11,9,0,6,0,0,0,0,0,0,1,0,4,0,0,0,6
chr6.73331561.R,8,13,0,3,2,0,0,0,1,NA,0,0,0,0,0,0,4,0,11,10,0,7,0,0,0,0,1,0,1,0,7,0,0,0,8
chr6.73331582.R,11,11,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10,10,0,7,0,0,0,0,0,0,1,0,7,0,0,0,3
chr6.73331614.R,8,16,0,6,1,0,0,0,0,0,0,0,0,0,0,0,3,0,12,NA,1,11,0,7,0,0,0,0,0,0,9,0,0,0,3
chr6.73331616.R,4,16,0,5,1,0,0,0,0,0,0,0,0,0,0,0,3,0,12,NA,0,9,0,3,0,0,0,0,0,0,8,0,0,0,3
chr6.73331653.R,11,16,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,NA,0,10,0,0,0,0,0,0,0,0,5,0,0,0,4
chr6.73331667.F,13,19,0,13,3,0,0,1,0,0,6,0,0,0,0,2,11,0,23,25,0,4,0,0,0,3,0,0,10,0,9,1,0,0,6
chr6.73331668.R,18,16,0,6,1,0,0,0,0,0,0,0,0,0,0,0,3,0,12,NA,0,11,0,0,0,0,0,0,1,0,9,0,1,0,2
chr6.73331680.F,15,20,1,10,3,0,0,0,0,0,4,0,0,5,0,2,11,0,19,28,0,4,0,0,0,4,0,0,10,0,10,0,0,0,6
chr6.73331713.F,10,9,0,5,3,0,0,0,0,0,0,0,0,0,0,0,10,0,19,28,0,2,0,0,0,3,0,0,3,0,9,0,0,0,4
chr6.73331740.F,10,14,0,9,7,0,0,0,0,0,0,1,0,0,0,1,8,0,9,23,0,4,0,0,1,0,0,0,10,0,9,0,1,0,6
chr6.73331745.F,6,11,0,7,5,0,0,0,0,0,0,0,0,0,0,0,7,0,14,21,0,NA,0,0,2,1,0,0,7,0,9,0,0,0,5
chr6.88876367.F,13,31,4,6,4,0,0,0,0,NA,NA,0,0,0,0,0,6,0,6,17,0,9,0,0,0,0,29,0,13,1,10,0,NA,1,4
chr6.88876413.F,10,35,4,6,6,0,0,0,0,NA,NA,1,0,0,0,0,6,0,5,16,0,9,0,0,0,2,29,0,13,0,10,0,NA,0,5
chr6.88876414.R,3,20,3,6,5,0,0,0,0,0,NA,0,0,0,0,0,5,1,8,17,0,NA,0,2,3,0,17,1,3,0,4,0,1,0,7
chr6.88876416.F,9,34,4,6,6,0,0,0,0,NA,NA,0,0,0,0,0,5,0,6,16,0,9,0,0,0,0,27,0,11,1,10,0,NA,0,5
chr6.88876417.R,5,20,3,6,6,0,0,0,0,0,NA,0,0,2,0,0,4,1,7,17,0,NA,0,2,0,0,16,0,3,0,3,0,1,0,11
chr6.88876422.F,10,33,2,6,2,0,0,0,0,NA,NA,0,0,0,0,0,6,0,5,15,0,8,0,0,0,0,20,0,10,0,9,0,NA,0,5
chr6.88876423.R,3,20,1,5,2,0,0,0,0,0,NA,0,0,0,0,0,4,1,4,16,0,NA,0,0,0,0,13,0,3,0,1,0,1,0,8
chr6.88876428.F,9,35,2,6,5,0,0,0,0,NA,NA,0,0,2,0,0,6,0,6,16,1,8,0,0,0,0,29,0,13,0,10,0,NA,0,5
chr6.88876429.R,3,18,0,6,6,0,0,0,0,0,NA,0,0,0,0,0,4,1,8,14,0,NA,0,0,0,0,17,0,3,0,4,0,0,0,7
chr6.88876445.F,8,35,3,5,9,0,0,0,0,NA,NA,0,0,0,0,0,6,0,6,14,0,9,0,0,1,0,25,0,12,0,7,0,NA,0,4
chr6.88876446.R,7,20,3,6,10,0,0,0,0,0,NA,0,0,3,0,0,4,1,9,19,1,NA,0,0,0,0,17,0,3,0,3,0,1,0,10
chr6.88876452.R,12,20,4,6,11,0,0,0,0,0,NA,0,0,0,0,0,4,1,9,17,0,NA,0,2,2,0,16,0,3,0,4,0,1,0,8
chr7.37487755.F,18,20,7,9,18,0,0,0,1,0,0,0,0,2,0,0,4,0,9,8,0,4,1,2,1,0,12,0,3,0,2,0,1,0,17
chr7.37487776.F,15,19,6,9,12,0,0,0,1,0,0,0,0,0,0,0,4,1,9,7,0,3,0,2,1,0,13,0,3,0,2,0,0,0,13
chr7.37487792.F,15,21,6,9,10,0,0,0,0,0,0,0,0,0,0,0,4,0,9,8,0,2,0,2,1,0,13,0,3,0,1,0,0,0,20
chr7.37487795.F,15,21,2,8,17,0,0,0,0,0,0,0,0,0,0,0,4,0,9,8,0,4,0,2,1,0,12,0,3,0,1,0,0,1,20
chr7.37487806.F,18,21,6,9,16,0,0,0,0,0,0,0,0,0,0,0,4,0,9,8,0,4,0,1,1,0,13,0,3,0,1,0,0,0,20
chr7.37487812.F,18,21,6,9,14,0,0,0,0,0,0,0,0,0,0,0,4,0,9,8,0,4,0,2,1,0,13,0,3,0,1,0,1,0,21
chr7.37487904.R,3,14,0,4,4,NA,0,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,1,NA,0,0,0,0,10,0,0,0,5,0,0,0,4
chr7.37487906.R,4,15,1,3,3,NA,1,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,0,0,3,0,10,0,0,0,5,0,0,0,5
chr7.37487918.R,5,14,5,4,4,0,0,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,0,0,0,0,10,0,0,0,4,0,0,0,6
chr7.37487931.R,9,12,5,4,7,0,0,0,0,NA,0,0,1,0,0,0,NA,1,NA,NA,0,NA,0,0,0,0,9,1,0,0,5,0,0,0,8
chr7.37487941.R,7,13,6,4,7,0,0,0,0,NA,0,0,2,0,0,0,NA,0,NA,NA,0,NA,0,0,0,0,10,0,0,0,5,0,0,0,8
chr7.37487944.R,8,13,5,3,4,0,0,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,0,0,0,0,10,1,0,0,4,0,0,0,7
chr7.37487952.R,10,10,7,4,6,0,1,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,0,0,0,0,7,0,0,0,5,0,0,0,7
chr7.37488036.F,19,34,11,25,13,0,0,0,3,0,0,0,0,0,0,0,14,5,28,19,1,20,0,0,0,0,40,1,12,1,11,0,0,1,34
chr7.37488064.F,26,33,16,24,16,0,0,0,4,NA,0,0,0,0,0,3,13,12,28,20,12,21,2,1,0,0,41,1,12,0,9,0,0,0,31
chr7.37488069.F,27,30,15,25,17,0,0,0,4,NA,0,0,0,2,0,0,12,11,28,19,12,22,2,1,0,0,41,1,12,0,11,0,0,0,34
chr7.37488072.F,25,34,15,25,18,1,0,0,2,NA,0,0,0,0,0,0,12,10,28,20,3,22,0,1,0,0,36,1,12,0,10,0,0,0,34
chr7.37488074.F,24,33,14,25,19,0,0,0,0,NA,0,0,0,0,0,0,13,10,28,20,0,22,0,1,0,0,29,1,9,0,11,0,0,0,31
chr7.37488078.F,26,33,17,25,17,0,0,0,4,NA,0,0,0,0,0,3,12,10,27,20,6,21,2,0,0,0,41,1,12,0,11,0,0,0,32
chr7.37488095.F,15,29,2,20,11,0,0,0,2,NA,1,0,0,0,0,0,12,5,26,19,6,21,0,0,0,0,38,0,7,0,11,0,0,0,33
chr7.37488099.F,18,31,10,23,11,0,0,0,2,NA,0,0,0,0,0,0,11,4,24,18,4,20,0,1,0,0,37,0,12,0,9,0,0,0,32
chr7.37488101.F,17,32,16,23,18,0,0,0,3,NA,0,0,0,0,0,0,11,6,26,19,0,19,2,0,0,0,37,0,12,0,11,0,0,0,32
chr7.37488104.F,26,32,15,24,11,0,0,0,3,NA,0,1,1,0,0,2,11,1,26,19,3,20,0,0,0,0,38,0,12,0,11,0,0,0,32
chr7.37488114.F,18,30,11,21,8,0,0,0,0,NA,0,0,0,0,0,0,11,0,24,17,1,20,0,0,1,0,23,0,12,0,10,0,1,0,28
chr7.37488118.F,9,26,7,22,8,0,0,0,3,NA,0,0,0,0,0,0,11,2,21,16,1,15,0,0,0,0,28,1,10,0,5,0,0,0,27
chr7.37488123.F,16,27,14,21,17,0,0,1,0,NA,2,0,0,0,0,0,6,0,20,17,0,14,0,0,0,0,28,0,11,0,8,0,0,0,30
chr7.37488125.F,18,27,13,21,17,0,0,0,0,NA,0,0,0,0,0,0,6,0,22,15,0,13,0,0,1,0,32,0,11,0,8,0,0,0,28
chr7.37488128.F,12,26,13,16,7,0,0,0,0,NA,0,0,0,0,0,0,6,0,13,13,1,13,0,0,1,0,30,0,12,0,6,0,0,0,31
chr7.37488158.R,18,19,6,9,9,0,0,0,2,2,0,0,0,1,0,0,NA,1,NA,6,3,NA,1,1,1,0,22,0,2,0,5,0,1,0,12
chr7.37488160.R,19,19,6,10,10,0,0,0,1,0,0,0,2,0,0,0,NA,1,NA,5,2,NA,0,1,1,0,24,0,2,0,5,0,0,0,12
chr7.37488163.R,17,19,6,10,6,0,0,0,3,0,0,0,1,0,1,0,NA,1,NA,6,0,NA,0,2,0,0,22,0,2,0,4,0,0,0,11
chr7.37488167.R,18,19,6,9,9,0,0,0,6,2,0,0,0,0,0,0,NA,1,NA,6,2,NA,1,1,2,0,24,0,2,0,5,0,0,0,12
chr7.37488227.R,17,17,11,7,11,0,0,NA,2,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,0,0,0,0,26,0,2,0,4,0,0,0,10
chr7.37488230.R,15,19,16,9,15,0,0,NA,0,NA,0,0,0,0,0,0,7,2,27,NA,2,13,1,0,0,0,35,0,2,0,5,0,0,0,16
chr7.37488239.R,26,22,14,10,13,0,0,NA,1,NA,0,0,0,1,0,0,7,2,27,NA,1,15,0,0,0,3,38,0,2,0,8,0,0,0,15
chr7.37488244.R,26,22,17,8,20,0,0,NA,6,NA,0,0,0,4,0,0,7,1,28,NA,1,15,0,0,0,0,34,0,0,0,7,0,0,0,18
chr7.37488249.R,22,22,14,10,19,0,0,NA,2,NA,0,0,1,0,0,0,6,2,28,NA,1,15,1,0,0,0,38,0,2,0,9,1,0,0,20
chr7.37488251.R,25,22,17,10,19,0,0,NA,6,NA,0,0,0,4,0,0,7,2,28,NA,0,13,1,0,0,0,37,0,2,0,9,0,0,0,17
chr7.37488254.R,23,22,13,10,18,0,0,NA,6,NA,0,0,0,2,0,0,7,2,27,NA,0,15,1,0,0,0,39,0,2,0,9,0,0,0,18
chr7.37488274.R,26,22,15,11,20,0,0,NA,2,NA,0,0,0,1,0,0,8,2,29,NA,2,14,1,0,0,3,40,0,2,0,8,0,0,0,19
chr7.37488290.R,23,16,12,9,15,0,0,NA,1,NA,0,0,0,0,0,0,9,2,27,NA,3,14,0,0,0,0,40,0,2,0,9,0,0,0,17
chr7.37488303.R,26,22,12,11,14,0,0,NA,7,NA,0,0,0,0,1,0,6,2,29,NA,0,15,0,0,0,0,37,0,2,0,9,0,0,0,19
chr7.37488316.R,25,22,15,11,3,0,0,NA,1,NA,0,0,0,0,0,0,9,2,29,NA,0,15,0,0,0,1,31,0,2,0,9,1,0,0,19
chr7.37488378.R,8,12,1,7,NA,NA,0,NA,1,0,0,0,0,0,0,0,1,0,7,NA,2,NA,0,0,0,0,15,0,NA,0,4,0,0,0,9
chr7.37488386.R,10,12,1,7,NA,NA,0,NA,0,0,0,0,0,0,0,0,1,0,7,NA,0,NA,0,0,0,0,15,0,0,0,5,0,0,0,8
chr7.37488388.R,10,12,1,6,NA,NA,0,NA,0,0,0,0,0,0,0,0,1,0,7,NA,0,NA,1,1,0,0,15,0,0,0,4,0,0,0,10
chr7.37488391.R,10,12,1,7,NA,0,0,NA,3,0,0,0,0,2,0,0,1,0,6,NA,1,NA,4,0,0,0,15,0,0,0,5,1,0,0,8
chr7.37488394.R,3,11,1,5,NA,0,0,NA,0,0,0,0,0,1,0,0,1,0,4,NA,0,NA,1,0,2,0,16,0,0,0,2,0,0,0,7
chr7.37488429.R,8,12,1,5,NA,0,0,NA,0,0,0,0,0,0,1,0,1,0,6,NA,0,NA,0,0,0,0,16,0,0,0,5,0,0,0,7
chr7.37488433.R,12,12,1,7,NA,0,0,NA,0,1,0,1,0,0,1,0,1,1,7,NA,0,NA,1,0,1,0,14,0,0,1,5,0,0,0,9
chr7.37488439.R,10,11,1,7,NA,0,0,NA,0,0,0,0,0,2,0,0,1,0,7,NA,0,NA,0,0,3,0,15,0,0,0,5,0,0,0,6
chr7.37488443.R,11,11,1,7,NA,0,1,NA,0,0,0,0,0,2,0,0,1,0,7,NA,0,NA,0,0,0,0,16,0,0,0,5,0,0,0,6
chr7.37488455.R,9,11,1,7,NA,0,0,NA,1,0,0,0,0,0,0,0,2,0,6,NA,0,NA,1,0,0,0,16,0,0,0,5,0,0,0,6
chr7.37488473.R,9,12,1,7,NA,0,0,NA,0,0,0,0,0,0,0,0,2,0,5,NA,0,NA,0,0,0,0,16,0,0,0,3,0,0,0,5
chr7.37488477.R,11,12,1,7,NA,0,0,NA,0,0,0,0,0,1,0,0,2,0,6,NA,0,NA,1,0,0,0,16,0,0,0,4,0,0,0,5
chr7.44143993.F,6,18,3,14,23,0,0,0,9,NA,0,1,0,0,1,0,12,0,16,NA,1,10,4,1,0,4,22,0,6,0,NA,0,0,0,5
chr7.44143998.F,5,18,1,14,14,0,0,0,5,NA,0,2,2,0,3,0,12,0,18,NA,1,7,4,2,1,4,18,0,8,0,NA,0,0,0,5
chr7.44144009.F,10,20,2,14,20,1,0,1,4,NA,3,2,1,5,2,0,12,1,19,NA,2,10,0,1,0,4,22,0,5,0,NA,0,0,0,5
chr7.44144020.F,5,11,2,10,17,0,0,1,1,NA,0,0,1,2,3,0,12,1,19,NA,2,9,0,1,0,4,19,0,3,0,NA,0,0,0,5
chr7.44144025.F,2,13,1,13,11,0,0,0,0,NA,0,2,1,0,1,0,12,0,19,NA,4,10,0,1,0,3,19,0,5,0,NA,0,1,0,5
chr7.44144030.F,3,15,2,8,3,0,0,1,7,NA,0,0,3,0,2,0,12,2,13,NA,2,5,0,1,0,4,21,0,3,0,NA,0,0,0,5
chr7.44144056.F,2,11,1,9,0,0,0,0,0,NA,0,0,NA,1,0,1,12,0,13,NA,0,8,0,0,0,4,18,0,2,0,NA,0,0,0,5
chr7.44144121.F,14,24,1,17,7,0,0,0,1,0,2,2,0,0,0,0,25,1,29,5,0,8,0,0,0,0,21,0,0,0,1,0,0,0,14
chr7.44144131.F,14,29,0,19,4,0,0,0,2,0,2,2,0,0,0,1,24,2,44,14,0,12,1,0,0,0,30,0,0,0,7,0,1,1,20
chr7.44144152.F,15,31,8,20,7,0,0,0,0,0,0,3,4,0,0,1,27,2,42,14,2,10,0,0,0,1,50,1,1,0,10,0,0,0,20
chr7.44144153.R,14,31,1,12,12,0,0,0,0,NA,0,1,2,2,0,0,7,0,20,11,0,3,5,1,0,3,20,0,4,0,10,0,0,0,11
chr7.44144176.F,18,24,3,19,7,1,0,0,0,0,0,4,0,0,1,0,23,0,33,8,1,6,0,0,0,0,46,0,1,0,5,0,0,0,19
chr7.44144177.R,12,28,2,15,16,0,0,0,4,NA,0,1,0,0,0,0,7,1,18,7,1,8,0,0,0,0,23,0,3,0,9,0,1,0,11
chr7.44144181.F,11,20,4,22,17,0,0,0,0,0,0,3,4,0,1,0,21,0,44,14,0,9,0,0,0,1,40,0,1,0,8,0,1,0,14
chr7.44144182.R,10,25,0,13,19,0,0,0,3,NA,0,0,0,0,0,0,7,1,23,11,0,6,0,0,0,0,17,0,6,0,9,0,0,0,13
